"","k2.cluster"
"151460001702",2
"151460001703",2
"151460001704",2
"151460001705",2
"151460001706",2
"151460001707",2
"151460001708",2
"151460001709",2
"151460001710",2
"151460001711",2
"151460001712",2
"151460001713",2
"151460001714",2
"151460001715",2
"151460001716",1
"151460001717",1
"151460001718",1
"151460001719",1
"151460001720",1
"151460001721",1
"151460001722",1
"151460001723",1
"151460001724",1
"151460001725",2
"151460001726",1
"151460001727",1
"151460001728",1
"151460001729",1
"151460001730",1
"151460001731",1
"151460001732",1
"151460001733",1
"151460001734",1
"151460001735",1
"151460001736",1
"151460001737",1
"151460001738",1
"151460001739",2
"151460001740",1
"151460001741",1
"151460001742",1
"151460001743",1
"151460001744",2
"151460001745",2
"151460001746",2
"151460001747",2
"151460001748",2
"151460001749",2
"151460001750",2
"151460001751",2
"151460001752",2
"151460001753",1
"151460001754",1
"151460001755",2
"151460001756",1
"151460001757",1
"151460001758",2
"151460001759",2
"151460001760",2
"151460001761",2
"151460001762",2
"151460001763",2
"151460001764",2
"151460001765",2
"151460001766",2
"151460001767",2
"151460001768",2
"151460001769",2
"151460001770",2
"151460001771",2
"151460001772",2
"151460001773",2
"151460001774",2
"151460001775",2
"151460001776",2
"151460001777",2
"151460001778",2
"151460001779",2
"151460001780",2
"151460001781",2
"151460001782",2
"151460001783",2
"151460001784",2
"151460001785",2
"151460001786",2
"151460001787",2
"151460001788",2
"151460001789",2
"151460001790",2
"151460001791",2
"151460001792",2
"151460001793",2
"151460001794",2
"151460001795",2
"151460001796",2
"151460001797",2
"151460001798",2
"151460001799",2
"151460001800",2
"151460001801",2
"151460001802",2
"151460001803",2
"151460001804",2
"151460001805",2
"151460001806",2
"151460001807",2
"151460001808",2
"151460001809",2
"151460001810",2
"151460001811",2
"151460001812",2
"151460001813",2
"151460001814",2
"151460001815",2
"151460001816",2
"151460001817",2
"151460001818",2
"151460001819",2
"151460001820",2
"151460001821",2
"151460001822",2
"151460001823",2
"151460001824",2
"151460001825",2
"151460001826",2
"151460001827",2
"151460001828",2
"151460001829",2
"151460001830",2
"151460001831",2
"151460001832",2
"151460001833",2
"151460001834",2
"151460001835",2
"151460001836",2
"151460001837",2
"151460001838",2
"151460001839",2
"151460001840",2
"151460001841",2
"151460001842",2
"151460001843",2
"151460001844",2
"151460001845",1
"151460001846",1
"151460001847",1
"151460001848",1
"151460001849",2
"151460001850",1
"151460001851",2
"151460001852",2
"151460001853",2
"151460001854",2
"151460001855",2
"151460001856",2
"151460001857",2
"151460001858",2
"151460001859",2
"151460001860",2
"151460001861",2
"151460001862",2
"151460001863",2
"151460001864",2
"151460001865",2
"151460001866",1
"151460001867",1
"151460001868",2
"151460001869",2
"151460001870",2
"151460001871",2
"151460001872",1
"151460001873",1
"151460001874",1
"151460001875",1
"151460001876",1
"151460001877",2
"151460001878",2
"151460001879",2
"151460001880",2
"151460001881",2
"151460001882",1
"151460001883",2
"151460001884",2
"151460001885",2
"151460001886",2
"151460001887",2
"151460001888",2
"151460001889",2
"151460001890",2
"151460001891",2
"151460001892",2
"151460001893",2
"151460001894",2
"151460001895",2
"151460001896",2
"151460001897",2
"151460001898",2
"151460001899",2
"151460001900",2
"151460001901",2
"151460001902",2
"151460001903",2
"151460001904",2
"151460001905",2
"151460001906",2
"151460001907",2
"151460001908",2
"151460001909",2
"151460001910",2
"151460001911",2
"151460001912",2
"151460001913",2
"151460001914",2
"151460001915",2
"151460001916",2
"151460001917",2
"151460001918",2
"151460001919",2
"151460001920",2
"151460001921",2
"151460001922",2
"151460001923",2
"151460001924",2
"151460001925",2
"151460001926",2
"151460001927",1
"151460001928",1
"151460001929",1
"151460001930",1
"151460001931",1
"151460001932",1
"151460001933",1
"151460001935",2
"151460001936",2
"151460001937",2
"151460001938",2
"151460001939",2
"151460001940",1
"151460001941",1
"151460001942",2
"151460001943",1
"151460001944",1
"151460001945",1
"151460001946",2
"151460001947",2
"151460001948",2
"151460001949",2
"151460001950",2
"151460001951",2
"151460001952",2
"151460001953",2
"151460001954",2
"151460001955",1
"151460001956",2
"151460001957",2
"151460001958",1
"151460001959",2
"151460001960",2
"151460001961",2
"151460001962",2
"151460001963",1
"151460001964",2
"151460001965",2
"151460001966",2
"151460001967",2
"151460001968",2
"151460001969",2
"151460001970",2
"151460001971",2
"151460001972",2
"151460001973",2
"151460001974",1
"151460001975",1
"151460001976",1
"151460001977",1
"151460001978",1
"151460001979",2
"151460001980",2
"151460001981",2
"151460001982",2
"151460001983",2
"151460001984",2
"151460001985",2
"151460001986",2
"151460001987",1
"151460001988",2
"151460001989",2
"151460001990",2
"151460001991",2
"151460001992",2
"151460001993",2
"151460001994",2
"151460001995",1
"151460001996",1
"151460001997",1
"151460001998",1
"151460001999",1
"151460002000",2
"151460002001",2
"151460002002",2
"151460002003",2
"151460002004",2
"151460002005",2
"151460002006",2
"151460002007",2
"151460002008",2
"151460002009",2
"151460002010",2
"151460002011",2
"151460002012",2
"151460002013",2
"151460002014",2
"151460002015",2
"151460002016",1
"151460002017",1
"151460002018",1
"151460002019",1
"151460002020",2
"151460002021",2
"151460002022",2
"151460002023",2
"151460002024",2
"151460002025",2
"151460002026",2
"151460002027",2
"151460002028",2
"151460002029",2
"151460002030",2
"151460002031",2
"151460002032",2
"151460002033",2
"151460002034",2
"151460002035",2
"151460002036",2
"151460002037",2
"151460002038",2
"151460002039",2
"151460002040",2
"151460002041",2
"151460002042",2
"151460002043",2
"151460002044",2
"151460002045",2
"151460002046",2
"151460002047",2
"151460002048",2
"151460002049",2
"151460002050",2
"151460002051",2
"151460002052",2
"151460002053",2
"151460002054",2
"151460002055",2
"151460002056",2
"151460002057",2
"151460002058",2
"151460002059",2
"151460002060",2
"151460002061",2
"151460002062",2
"151460002063",2
"151460002064",2
"151460002065",2
"151460002066",2
"151460002067",2
"151460002068",2
"151460002069",2
"151460002070",2
"151460002071",2
"151460002072",2
"151460002073",2
"151460002074",2
"151460002075",2
"151460002076",2
"151460002077",2
"151460002078",2
"151460002079",2
"151460002080",2
"151460002081",2
"151460002082",2
"151460002083",2
"151460002084",2
"151460002085",2
"151460002086",2
"151460002087",2
"151460002088",2
"151460002089",2
"151460002090",2
"151460002091",2
"151460002092",2
"151460002094",2
"151460002095",2
"151460002096",2
"151460002097",2
"151460002098",2
"151460002099",2
"151460002100",2
"151460002101",2
"151460002102",2
"151460002103",2
"151460002104",2
"151460002105",2
"151460002106",2
"151460002107",2
"151460002108",2
"151460002109",2
"151460002110",2
"151460002111",2
"151460002112",2
"151460002113",2
"151460002114",2
"151460002115",2
"151460002116",2
"151460002117",2
"151460002118",2
"151460002119",2
"151460002120",2
"151460002121",2
"151460002122",2
"151460002123",2
"151460002124",2
"151460002125",2
"151460002126",2
"151460002127",2
"151460002128",2
"151460002129",2
"151460002130",2
"151460002131",2
"151460002132",2
"151460002133",2
"151460002134",2
"151460002135",2
"151460002136",2
"151460002137",2
"151460002138",2
"151460002139",2
"151460002140",2
"151460002141",2
"151460002142",2
"151460002143",2
"151460002144",2
"151460002145",2
"151460002146",2
"151460002147",2
"151460002148",2
"151460002149",1
"151460002150",2
"151460002151",2
"151460002152",2
"151460002153",2
"151460002154",2
"151460002155",2
"151460002156",2
"151460002157",2
"151460002158",2
"151460002159",2
"151460002160",2
"151460002161",2
"151460002162",2
"151460002163",2
"151460002164",2
"151460002165",2
"151460002166",2
"151460002167",2
"151460002168",2
"151460002169",2
"151460002170",2
"151460002171",2
"151460002172",2
"151460002173",2
"151460002174",2
"151460002175",2
"151460002176",2
"151460002177",2
"151460002178",2
"151460002179",2
"151460002180",2
"151460002181",2
"151460002182",2
"151460002183",2
"151460002184",2
"151460002185",2
"151460002186",1
"151460002187",2
"151460002188",2
"151460002189",2
"151460002190",2
"151460002191",2
"151460002192",2
"151460002193",2
"151460002194",1
"151460002195",1
"151460002196",1
"151460002197",1
"151460002198",1
"151460002199",1
"151460002200",2
"151460002201",2
"151460002202",1
"151460002203",1
"151460002204",2
"151460002205",1
"151460002206",2
"151460002207",2
"151460002208",2
"151460002209",2
"151460002210",1
"151460002211",1
"151460002212",1
"151460002213",2
"151460002214",2
"151460002215",2
"151460002216",2
"151460002217",2
"151460002218",2
"151460002219",2
"151460002220",1
"151460002221",1
"151460002222",1
"151460002223",2
"151460002224",2
"151460002225",1
"151460002226",1
"151460002227",1
"151460002228",1
"151460002229",2
"151460002230",2
"151460002231",2
"151460002232",2
"151460002233",2
"151460002234",2
"151460002235",2
"151460002236",2
"151460002237",2
"151460002238",2
"151460002239",2
"151460002240",2
"151460002241",2
"151460002242",2
"151460002243",2
"151460002244",2
"151460002245",2
"151460002246",2
"151460002247",2
"151460002248",2
"151460002249",2
"151460002250",2
"151460002251",2
"151460002252",2
"151460002253",2
"151460002254",2
"151460002255",2
"151460002256",2
"151460002257",2
"151460002258",2
"151460002259",2
"151460002260",2
"151460002261",2
"151460002262",2
"151460002263",2
"151460002264",2
"151460002265",2
"151460002266",2
"151460002267",2
"151460002268",2
"151460002269",2
"151460002270",2
"151460002271",2
"151460002272",2
"151460002273",2
"151460002274",2
"151460002275",2
"151460002276",2
"151460002277",2
"151460002278",2
"151460002279",2
"151460002280",2
"151460002281",2
"151460002282",2
"151460002283",2
"151460002284",2
"151460002285",2
"151460002286",2
"151460002287",2
"151460002288",2
"151460002289",2
"151460002290",2
"151460002291",2
"151460002292",2
"151460002293",2
"151460002294",2
"151460002295",2
"151460002296",2
"151460002297",2
"151460002298",2
"151460002299",2
"151460002300",2
"151460002301",2
"151460002302",2
"151460002303",2
"151460002304",2
"151460002305",2
"151460002306",2
"151460002307",2
"151460002308",2
"151460002309",2
"151460002310",2
"151460002311",2
"151460002312",1
"151460002313",2
"151460002314",2
"151460002315",2
"151460002316",2
"151460002317",2
"151460002318",1
"151460002319",1
"151460002320",2
"151460002321",2
"151460002322",2
"151460002323",2
"151460002324",1
"151460002325",1
"151460002326",1
"151460002327",1
"151460002328",2
"151460002329",2
"151460002330",2
"151460002331",2
"151460002332",2
"151460002333",2
"151460002334",2
"151460002335",2
"151460002336",2
"151460002337",2
"151460002338",1
"151460002339",1
"151460002340",2
"151460002341",2
"151460002342",2
"151460002343",2
"151460002344",2
"151460002345",2
"151460002346",2
"151460002347",2
"151460002348",2
"151460002349",2
"151460002350",2
"151460002351",2
"151460002352",2
"151460002353",2
"151460002354",2
"151460002355",2
"151460002356",2
"151460002357",2
"151460002358",2
"151460002359",2
"151460002360",2
"151460002361",2
"151460002362",2
"151460002363",2
"151460002364",2
"151460002365",2
"151460002366",2
"151460002367",2
"151460002368",2
"151460002369",2
"151460002370",1
"151460002371",2
"151460002372",1
"151460002373",1
"151460002374",2
"151460002375",2
"151460002376",1
"151460002377",2
"151460002378",2
"151460002379",1
"151460002380",1
"151460002381",1
"151460002382",1
"151460002383",1
"151460002384",2
"151460002385",1
"151460002386",2
"151460002387",2
"151460002388",2
"151460002389",2
"151460002390",2
"151460002391",2
"151460002392",2
"151460002393",2
"151460002394",2
"151460002395",2
"151460002396",2
"151460002397",2
"151460002398",2
"151460002399",2
"151460002400",2
"151460002401",2
"151460002402",2
"151460002403",2
"151460002404",2
"151460002405",2
"151460002406",2
"151460002407",2
"151460002408",2
"151460002409",2
"151460002410",2
"151460002411",2
"151460002412",2
"151460002413",2
"151460002414",2
"151460002415",2
"151460002416",2
"151460002417",2
"151460002418",1
"151460002419",2
"151460002420",2
"151460002421",2
"151460002422",2
"151460002423",2
"151460002424",2
"151460002425",2
"151460002426",1
"151460002427",2
"151460002428",2
"151460002429",2
"151460002430",2
"151460002431",2
"151460002432",2
"151460002433",2
"151460002434",2
"151460002435",2
"151460002436",2
"151460002437",2
"151460002438",2
"151460002439",1
"151460002440",2
"151460002441",2
"151460002442",1
"151460002443",2
"151460002444",2
"151460002445",2
"151460002446",2
"151460002447",2
"151460002448",2
"151460002449",2
"151460002450",2
"151460002451",2
"151460002452",2
"151460002453",2
"151460002454",2
"151460002455",2
"151460002456",2
"151460002458",2
"151460002460",2
"151460002461",2
"151460002462",2
"151460002463",2
"151460002464",2
"151460002465",2
"151460002466",2
"151460002467",2
"151460002468",2
"151460002469",1
"151460002470",2
"151460002471",2
"151460002472",2
"151460002473",2
"151460002474",2
"151460002475",2
"151460002476",2
"151460002477",2
"151460002478",2
"151460002479",2
"151460002480",2
"151460002481",2
"151460002482",2
"151460002483",2
"151460002484",2
"151460002485",2
"151460002486",2
"151460002487",2
"151460002488",2
"151460002489",2
"151460002490",2
"151460002491",2
"151460002492",2
"151460002493",2
"151460002494",2
"151460002495",2
"151460002496",2
"151460002497",2
"151460002498",2
"151460002499",2
"151460002500",2
"151460002501",2
"151460002502",2
"151460002503",2
"151460002504",2
"151460002505",2
"151460002506",2
"151460002507",2
"151460002508",2
"151460002509",2
"151460002510",2
"151460002511",2
"151460002512",2
"151460002513",2
"151460002514",2
"151460002515",2
"151460002516",2
"151460002517",2
"151460002518",2
"151460002519",2
"151460002520",2
"151460002521",2
"151460002522",2
"151460002523",2
"151460002524",2
"151460002525",2
"151460002526",2
"151460002527",2
"151460002528",2
"151460002529",2
"151460002530",2
"151460002531",2
"151460002532",2
"151460002533",2
"151460002534",2
"151460002535",1
"151460002536",2
"151460002538",2
"151460002539",2
"151460002540",2
"151460002541",2
"151460002542",2
"151460002543",2
"151460002544",2
"151460002545",2
"151460002546",2
"151460002547",2
"151460002548",2
"151460002549",2
"151460002550",2
"151460002551",2
"151460002552",2
"151460002553",2
"151460002554",2
"151460002555",2
"151460002556",2
"151460002557",2
"151460002558",2
"151460002559",2
"151460002560",2
"151460002561",2
"151460002562",2
"151460002563",2
"151460002564",2
"151460002565",2
"151460002566",2
"151460002567",2
"151460002568",2
"151460002569",2
"151460002570",2
"151460002571",2
"151460002572",2
"151460002573",2
"151460002574",2
"151460002575",2
"151460002576",2
"151460002577",2
"151460002578",2
"151460002579",2
"151460002580",2
"151460002581",2
"151460002582",2
"151460002583",2
"151460002584",2
"151460002585",2
"151460002586",2
"151460002587",2
"151460002588",2
"151460002589",2
"151460002590",2
"151460002591",2
"151460002592",2
"151460002593",2
"151460002594",2
"151460002595",2
"151460002596",2
"151460002597",2
"151460002598",2
"151460002599",2
"151460002600",2
"151460002601",2
"151460002602",2
"151460002603",2
"151460002604",2
"151460002605",2
"151460002606",2
"151460002607",2
"151460002608",2
"151460002609",2
"151460002610",2
"151460002611",2
"151460002612",2
"151460002613",2
"151460002614",2
"151460002615",2
"151460002616",2
"151460002617",2
"151460002618",2
"151460002619",2
"151460002620",2
"151460002621",2
"151460002622",2
"151460002623",2
"151460002624",2
"151460002625",2
"151460002626",2
"151460002627",2
"151460002628",2
"151460002629",2
"151460002630",2
"151460002631",2
"151460002632",2
"151460002633",2
"151460002634",2
"151460002635",2
"151460002636",2
"151460002637",2
"151460002638",2
"151460002639",2
"151460002640",2
"151460002641",2
"151460002642",2
"151460002643",2
"151460002644",2
"151460002645",2
"151460002646",2
"151460002647",2
"151460002648",2
"151460002649",1
"151460002650",1
"151460002651",1
"151460002652",2
"151460002653",2
"151460002654",1
"151460002655",1
"151460002656",2
"151460002657",1
"151460002658",1
"151460002659",1
"151460002660",2
"151460002661",1
"151460002662",1
"151460002663",1
"151460002664",1
"151460002665",1
"151460002666",1
"151460002667",1
"151460002668",2
"151460002669",2
"151460002670",2
"151460002671",2
"151460002672",2
"151460002673",2
"151460002674",1
"151460002675",2
"151460002676",2
"151460002677",2
"151460002678",1
"151460002679",2
"151460002680",2
"151460002681",2
"151460002682",2
"151460002683",2
"151460002684",2
"151460002685",2
"151460002686",2
"151460002687",2
"151460002688",2
"151460002689",2
"151460002690",2
"151460002691",2
"151460002692",2
"151460002693",2
"151460002694",2
"151460002695",2
"151460002696",2
"151460002697",2
"151460002698",1
"151460002699",2
"151460002700",1
"151460002701",2
"151460002702",1
"151460002703",2
"151460002704",2
"151460002705",2
"151460002706",2
"151460002707",2
"151460002708",2
"151460002709",2
"151460002710",2
"151460002711",2
"151460002712",2
"151460002713",2
"151460002714",1
"151460002715",2
"151460002716",2
"151460002717",2
"151460002718",2
"151460002719",2
"151460002720",2
"151460002721",2
"151460002722",2
"151460002723",2
"151460002724",2
"151460002725",2
"151460002726",2
"151460002727",1
"151460002728",2
"151460002729",2
"151460002730",2
"151460002731",2
"151460002732",2
"151460002733",1
"151460002734",1
"151460002735",1
"151460002736",2
"151460002737",2
"151460002738",2
"151460002739",2
"151460002740",2
"151460002741",2
"151460002742",2
"151460002743",2
"151460002744",2
"151460002745",2
"151460002746",2
"151460002747",2
"151460002748",2
"151460002749",2
"151460002750",2
"151460002751",2
"151460002752",2
"151460002753",2
"151460002754",2
"151460002755",2
"151460002756",2
"151460002757",2
"151460002758",2
"151460002759",2
"151460002760",2
"151460002761",2
"151460002762",2
"151460002763",2
"151460002764",2
"151460002765",2
"151460002766",2
"151460002767",2
"151460002768",2
"151460002769",2
"151460002770",2
"151460002771",2
"151460002772",2
"151460002773",2
"151460002774",2
"151460002775",2
"151460002776",2
"151460002777",2
"151460002778",2
"151460002779",2
"151460002780",2
"151460002781",2
"151460002782",2
"151460002783",2
"151460002784",1
"151460002785",2
"151460002786",1
"151460002787",1
"151460002788",1
"151460002789",1
"151460002790",1
"151460002791",2
"151460002792",1
"151460002793",1
"151460002794",1
"151460002795",1
"151460002796",1
"151460002797",1
"151460002798",1
"151460002799",1
"151460002800",2
"151460002801",2
"151460002802",1
"151460002803",2
"151460002804",2
"151460002805",2
"151460002806",2
"151460002807",2
"151460002808",2
"151460002809",2
"151460002810",2
"151460002811",2
"151460002812",2
"151460002813",2
"151460002814",2
"151460002815",2
"151460002816",2
"151460002817",2
"151460002818",2
"151460002819",2
"151460002820",2
"151460002821",2
"151460002822",2
"151460002823",2
"151460002824",1
"151460002825",1
"151460002826",2
"151460002827",2
"151460002828",2
"151460002829",2
"151460002830",1
"151460002831",1
"151460002832",1
"151460002833",2
"151460002834",1
"151460002835",1
"151460002836",2
"151460002837",2
"151460002838",1
"151460002839",1
"151460002840",1
"151460002841",2
"151460002842",2
"151460002843",2
"151460002844",2
"151460002845",1
"151460002846",1
"151460002847",1
"151460002848",1
"151460002849",1
"151460002850",2
"151460002851",2
"151460002852",2
"151460002853",2
"151460002854",2
"151460002855",2
"151460002856",2
"151460002857",2
"151460002858",2
"151460002859",2
"151460002860",2
"151460002861",2
"151460002862",2
"151460002863",2
"151460002864",2
"151460002865",2
"151460002866",2
"151460002867",2
"151460002868",2
"151460002869",2
"151460002870",2
"151460002871",2
"151460002872",2
"151460002873",2
"151460002874",2
"151460002875",2
"151460002876",2
"151460002877",2
"151460002878",2
"151460002879",2
"151460002880",2
"151460002881",2
"151460002882",2
"151460002883",2
"151460002884",2
"151460002885",2
"151460002886",2
"151460002887",2
"151460002888",2
"151460002889",2
"151460002890",2
"151460002891",2
"151460002893",2
"151460002894",2
"151460002895",2
"151460002896",2
"151460002897",2
"151460002898",2
"151460002899",2
"151460002900",2
"151460002901",2
"151460002902",2
"151460002903",2
"151460002904",2
"151460002905",2
"151460002906",2
"151460002907",2
"151460002908",2
"151460002909",2
"151460002910",2
"151460002911",2
"151460002912",2
"151460002913",2
"151460002914",2
"151460002915",2
"151460002916",2
"151460002917",2
"151460002918",2
"151460002919",2
"151460002920",2
"151460002921",2
"151460002922",2
"151460002923",2
"151460002924",2
"151460002925",2
"151460002926",2
"151460002927",2
"151460002928",2
"151460002929",2
"151460002930",2
"151460002931",2
"151460002932",2
"151460002933",2
"151460002934",2
"151460002935",2
"151460002936",2
"151460002937",2
"151460002938",2
"151460002939",2
"151460002940",2
"151460002941",2
"151460002942",2
"151460002943",2
"151460002944",2
"151460002945",2
"151460002946",2
"151460002947",2
"151460002948",2
"151460002949",2
"151460002950",2
"151460002951",2
"151460002952",2
"151460002953",2
"151460002954",2
"151460002955",2
"151460002956",2
"151460002957",2
"151460002958",2
"151460002959",2
"151460002960",2
"151460002961",2
"151460002962",2
"151460002963",2
"151460002964",2
"151460002965",2
"151460002966",2
"151460002967",2
"151460002968",2
"151460002969",2
"151460002970",2
"151460002971",2
"151460002972",2
"151460002973",2
"151460002974",2
"151460002975",2
"151460002976",2
"151460002977",2
"151460002978",2
"151460002979",2
"151460002980",2
"151460002981",2
"151460002982",2
"151460002983",2
"151460002984",2
"151460002985",2
"151460002986",2
"151460002987",2
"151460002988",2
"151460002989",2
"151460002990",2
"151460002991",2
"151460002992",2
"151460002993",2
"151460002994",2
"151460002995",2
"151460002996",2
"151460002997",2
"151460002998",2
"151460002999",2
"151460003000",2
"151460003001",2
"151460003002",2
"151460003003",2
"151460003004",2
"151460003005",2
"151460003006",2
"151460003007",2
"151460003008",2
"151460003009",2
"151460003010",2
"151460003011",2
"151460003012",2
"151460003013",2
"151460003014",2
"151460003015",2
"151460003016",2
"151460003017",1
"151460003018",2
"151460003019",2
"151460003020",2
"151460003021",2
"151460003022",2
"151460003023",2
"151460003024",2
"151460003025",2
"151460003027",2
"151460003028",2
"151460003029",2
"151460003030",1
"151460003031",2
"151460003032",2
"151460003033",2
"151460003034",2
"151460003035",2
"151460003036",2
"151460003037",2
"151460003038",2
"151460003039",2
"151460003040",2
"151460003041",2
"151460003042",2
"151460003043",2
"151460003044",2
"151460003045",2
"151460003046",2
"151460003047",2
"151460003048",2
"151460003049",2
"151460003050",2
"151460003051",2
"151460003052",2
"151460003053",2
"151460003054",2
"151460003055",2
"151460003056",2
"151460003057",2
"151460003058",2
"151460003059",2
"151460003060",2
"151460003061",2
"151460003062",2
"151460003063",2
"151460003064",2
"151460003065",2
"151460003066",2
"151460003067",2
"151460003068",2
"151460003069",2
"151460003070",2
"151460003071",2
"151460003072",2
"151460003073",2
"151460003074",2
"151460003075",2
"151460003076",2
"151460003077",2
"151460003078",2
"151460003079",2
"151460003080",2
"151460003081",2
"151460003082",2
"151460003083",2
"151460003084",2
"151460003085",2
"151460003086",2
"151460003087",2
"151460003088",2
"151460003089",2
"151460003090",2
"151460003091",2
"151460003092",2
"151460003093",2
"151460003094",2
"151460003095",2
"151460003096",2
"151460003097",2
"151460003098",2
"151460003099",2
"151460003100",2
"151460003102",2
"151460003103",2
"151460003104",2
"151460003105",2
"151460003106",2
"151460003107",2
"151460003108",2
"151460003109",2
"151460003110",2
"151460003111",2
"151460003112",2
"151460003113",2
"151460003114",2
"151460003115",2
"151460003116",2
"151460003117",2
"151460003118",2
"151460003119",2
"151460003120",2
"151460003121",2
"151460003122",2
"151460003124",2
"151460003125",2
"151460003126",2
"151460003127",2
"151460003128",2
"151460003129",2
"151460003130",2
"151460003131",2
"151460003132",2
"151460003133",2
"151460003134",2
"151460003135",2
"151460003136",2
"151460003137",2
"151460003138",2
"151460003139",2
"151460003140",2
"151460003141",2
"151460003142",2
"151460003143",1
"151460003144",2
"151460003145",2
"151460003146",1
"151460003147",1
"151460003148",1
"151460003149",1
"151460003150",2
"151460003151",2
"151460003152",2
"151460003153",2
"151460003154",1
"151460003155",2
"151460003156",2
"151460003157",2
"151460003158",2
"151460003159",2
"151460003160",2
"151460003161",2
"151460003162",2
"151460003163",2
"151460003164",2
"151460003165",2
"151460003166",2
"151460003167",2
"151460003168",2
"151460003169",2
"151460003170",2
"151460003171",2
"151460003172",2
"151460003173",2
"151460003174",2
"151460003175",2
"151460003176",2
"151460003177",2
"151460003178",2
"151460003179",2
"151460003180",2
"151460003181",2
"151460003182",2
"151460003183",2
"151460003184",2
"151460003185",2
"151460003186",1
"151460003187",2
"151460003188",2
"151460003189",2
"151460003190",2
"151460003191",2
"151460003192",2
"151460003193",2
"151460003194",2
"151460003195",2
"151460003196",2
"151460003197",2
"151460003198",2
"151460003199",2
"151460003200",2
"151460003201",2
"151460003202",2
"151460003203",2
"151460003204",2
"151460003205",2
"151460003206",2
"151460003207",2
"151460003208",2
"151460003209",2
"151460003210",2
"151460003211",2
"151460003212",2
"151460003213",2
"151460003214",2
"151460003215",2
"151460003216",2
"151460003217",2
"151460003218",2
"151460003219",2
"151460003220",2
"151460003221",2
"151460003222",2
"151460003223",2
"151460003224",2
"151460003225",2
"151460003226",2
"151460003227",2
"151460003228",2
"151460003229",2
"151460003230",2
"151460003231",2
"151460003232",2
"151460003233",2
"151460003234",2
"151460003235",2
"151460003236",2
"151460003237",2
"151460003238",2
"151460003239",2
"151460003240",2
"151460003241",2
"151460003242",2
"151460003243",2
"151460003244",2
"151460003245",2
"151460003246",2
"151460003247",2
"151460003248",2
"151460003249",2
"151460003250",2
"151460003251",2
"151460003252",2
"151460003253",2
"151460003254",2
"151460003255",2
"151460003256",2
"151460003257",2
"151460003258",2
"151460003259",2
"151460003260",2
"151460003261",2
"151460003262",2
"151460003263",2
"151460003264",2
"151460003265",2
"151460003266",2
"151460003267",2
"151460003268",2
"151460003269",2
"151460003270",2
"151460003271",2
"151460003272",2
"151460003273",2
"151460003274",2
"151460003275",2
"151460003276",2
"151460003277",2
"151460003278",2
"151460003279",2
"151460003280",2
"151460003281",2
"151460003282",2
"151460003283",2
"151460003284",2
"151460003285",2
"151460003286",2
"151460003287",2
"151460003288",2
"151460003289",2
"151460003290",2
"151460003291",2
"151460003292",2
"151460003293",2
"151460003294",2
"151460003295",2
"151460003296",2
"151460003297",2
"151460003298",2
"151460003299",2
"151460003300",2
"151460003301",1
"151460003302",1
"151460003303",1
"151460003304",1
"151460003305",2
"151460003306",1
"151460003307",2
"151460003308",2
"151460003309",2
"151460003310",2
"151460003311",2
"151460003312",2
"151460003313",2
"151460003314",2
"151460003315",2
"151460003316",2
"151460003317",2
"151460003318",2
"151460003319",2
"151460003321",2
"151460003322",2
"151460003323",2
"151460003324",2
"151460003325",2
"151460003326",2
"151460003327",2
"151460003328",2
"151460003329",2
"151460003330",2
"151460003331",2
"151460003332",2
"151460003333",2
"151460003334",1
"151460003335",1
"151460003336",2
"151460003337",2
"151460003338",2
"151460003339",2
"151460003340",2
"151460003341",2
"151460003342",2
"151460003343",2
"151460003344",2
"151460003345",2
"151460003346",2
"151460003347",2
"151460003348",2
"151460003350",2
"151460003351",1
"151460003352",2
"151460003353",1
"151460003354",1
"151460003355",1
"151460003356",1
"151460003357",1
"151460003358",1
"151460003359",1
"151460003360",2
"151460003361",2
"151460003362",1
"151460003363",1
"151460003364",1
"151460003365",1
"151460003366",1
"151460003367",1
"151460003368",1
"151460003369",1
"151460003370",1
"151460003371",1
"151460003372",1
"151460003373",1
"151460003374",1
"151460003375",2
"151460003376",2
"151460003377",2
"151460003378",2
"151460003379",2
"151460003380",2
"151460003381",2
"151460003382",2
"151460003383",1
"151460003384",2
"151460003385",1
"151460003386",2
"151460003387",1
"151460003388",1
"151460003389",1
"151460003390",1
"151460003391",1
"151460003392",1
"151460003393",1
"151460003394",1
"151460003395",1
"151460003396",1
"151460003397",1
"151460003398",2
"151460003399",2
"151460003400",2
"151460003401",1
"151460003402",2
"151460003403",2
"151460003404",1
"151460003405",2
"151460003406",2
"151460003407",2
"151460003408",2
"151460003409",2
"151460003410",2
"151460003411",2
"151460003412",2
"151460003413",2
"151460003414",2
"151460003415",2
"151460003416",2
"151460003417",2
"151460003418",2
"151460003419",2
"151460003420",2
"151460003421",2
"151460003422",2
"151460003423",2
"151460003424",2
"151460003425",2
"151460003426",2
"151460003427",2
"151460003428",2
"151460003429",2
"151460003430",2
"151460003431",2
"151460003432",2
"151460003433",2
"151460003434",2
"151460003435",2
"151460003436",1
"151460003437",1
"151460003438",2
"151460003439",2
"151460003440",2
"151460003441",2
"151460003442",2
"151460003443",2
"151460003444",2
"151460003445",1
"151460003446",1
"151460003447",1
"151460003448",2
"151460003449",2
"151460003450",2
"151460003451",2
"151460003452",2
"151460003453",1
"151460003454",2
"151460003455",2
"151460003456",2
"151460003457",2
"151460003458",2
"151460003459",2
"151460003460",2
